,docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage
458,14244_0.txt,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,"he may not recover . besides lynching the negro , the mobbed killed one un identified white man . approximately 50 persons were wounded . police officers have arrested 20 men charged with being implicated in the trouble . soldiers rushed here from ft . crook succeeded in dispersing the",mobs,"after a short conflict . before the men in uniform arrived , however , the rioters seeking firearms , broke into and looted 50 stores . quiet has been restored by soldiers . the"
459,14245_0.txt,"Seward daily gateway (Seward, Alaska)",1932,slayer of 8- year- old girl is lynched by angry kansas,mob,"st . francis , kas . , april 18 . ( pp ) -an angry and furious mob lynched richard read , 53 years of age , bachelor- farmer , who confessed that he adbucted , attacked and slew eight- year- old dorothy hunter of selden , kansas . read"
460,14245_0.txt,"Seward daily gateway (Seward, Alaska)",1932,"slayer of 8- year- old girl is lynched by angry kansas mob st . francis , kas . , april 18 . ( pp ) -an angry and furious",mob,"lynched richard read , 53 years of age , bachelor- farmer , who confessed that he adbucted , attacked and slew eight- year- old dorothy hunter of selden , kansas . read was protected from being taken into the hands of the mob twice saturday by the quick think- -ing"
461,14245_0.txt,"Seward daily gateway (Seward, Alaska)",1932,"( pp ) -an angry and furious mob lynched richard read , 53 years of age , bachelor- farmer , who confessed that he adbucted , attacked and slew eight- year- old dorothy hunter of selden , kansas . read was protected from being taken into the hands of the",mob,twice saturday by the quick think- -ing of the sheriff who had the farmer in custody . two hundred heavily armed men found read sunday night in the cheyenne county jail and removed him to the outskirts of the town where the hung him from a tree . at the
462,14246_0.txt,"The Alaska daily empire (Juneau, Alaska)",1917,,mob,"lynches negro . columbia , miss . , june 14 . - van haynes , a negro , accused of mur der , was taken from the jail here by mob and his body was a found"
463,14246_0.txt,"The Alaska daily empire (Juneau, Alaska)",1917,"mob lynches negro . columbia , miss . , june 14 . - van haynes , a negro , accused of mur der , was taken from the jail here by",mob,and his body was a found
464,14248_0.txt,"The log cabin Democrat (Conway, Ark.) 1901-1982",1906,a,mob,at tillar lynched a seven teen year old negro for criminal sault . as
465,14249_0.txt,"The Conway log cabin. (Conway, Faulkne...)",1901,"lewis thompson , colored , was lynched near girard , la . , for mur white derously assaulting a man the negro had been seriously wounded by the",mob,when in pur suit of him but when a physician declared he had a chance to recover he was taken into the woods and the following officers found his body swinging to day the limb of a tree .
466,14250_0.txt,"The Mena weekly star (Mena, Ark.)",1897,", at leonardville last thursday and placed a deputy in charge of the pris oner and stock of liquors . the deputy got drunk , allowed warren to take his pistol from him , who started to leaye , but met sheriff lard and shot him to death . a",mob,"started to lynch the murderer but was pursuaded not to do so by county attorney irish and he was lodged in jail . ,"
467,14251_0.txt,"The Mena weekly star. (Mena, Ark.)",1909,"a kansas man kentucky negro lynched fol . lowing a circus fight at frankfort . within hearing of governor b . c . bower of wichita , the negro's victim , is not dead , but the",mob,"hanged his assailant , nevertheless -an investigation . frankfort , ky . , june 4 . - john maxie , the negro who shot bert c . bower of wichita , kan . , at howe's show in this city last night , was taken from the jail at 2"
468,14251_0.txt,"The Mena weekly star. (Mena, Ark.)",1909,". frankfort , ky . , june 4 . - john maxie , the negro who shot bert c . bower of wichita , kan . , at howe's show in this city last night , was taken from the jail at 2 : 30 o'clock this morning by a",mob,"of 75 masked men and hanged . his body was then riddled with bullets . the mob gathered from every direction of the city within two blocks of where gov . wiison slept and a block and a half from the capitol , marched quietly to the jall , overpowered"
469,14251_0.txt,"The Mena weekly star. (Mena, Ark.)",1909,"ky . , june 4 . - john maxie , the negro who shot bert c . bower of wichita , kan . , at howe's show in this city last night , was taken from the jail at 2 : 30 o'clock this morning by a mob of 75",masked,"men and hanged . his body was then riddled with bullets . the mob gathered from every direction of the city within two blocks of where gov . wiison slept and a block and a half from the capitol , marched quietly to the jall , overpowered the jailer ,"
470,14251_0.txt,"The Mena weekly star. (Mena, Ark.)",1909,"ky . , june 4 . - john maxie , the negro who shot bert c . bower of wichita , kan . , at howe's show in this city last night , was taken from the jail at 2 : 30 o'clock this morning by a mob of 75",masked men,"and hanged . his body was then riddled with bullets . the mob gathered from every direction of the city within two blocks of where gov . wiison slept and a block and a half from the capitol , marched quietly to the jall , overpowered the jailer , j"
471,14251_0.txt,"The Mena weekly star. (Mena, Ark.)",1909,"bert c . bower of wichita , kan . , at howe's show in this city last night , was taken from the jail at 2 : 30 o'clock this morning by a mob of 75 masked men and hanged . his body was then riddled with bullets . the",mob,"gathered from every direction of the city within two blocks of where gov . wiison slept and a block and a half from the capitol , marched quietly to the jall , overpowered the jailer , j . w . bridges , took the keys and the negro , and"
472,14251_0.txt,"The Mena weekly star. (Mena, Ark.)",1909,"marched quietly to the jall , overpowered the jailer , j . w . bridges , took the keys and the negro , and marched a half block with him to the iron bridge spanning the kentucky river and hanged him . maxle plead for his life . but the",mob,"silently continued its work . the negro clung to an iron pole , and the mob fired 25 or so shots into the negro's body . the lynchers then dispersed . gov . wilson , who has said there would be no more mobs in kentucky in his administration ,"
473,14251_0.txt,"The Mena weekly star. (Mena, Ark.)",1909,"took the keys and the negro , and marched a half block with him to the iron bridge spanning the kentucky river and hanged him . maxle plead for his life . but the mob silently continued its work . the negro clung to an iron pole , and the",mob,"fired 25 or so shots into the negro's body . the lynchers then dispersed . gov . wilson , who has said there would be no more mobs in kentucky in his administration , was notified at once of the lynching and said : "" i don't thank you for"
